,HouseNumber,Street,StreetSuffix,City,State,Zip,StreetName,Address,StateName,Zip4,AddressType,RBDI,Active,Fips,County,ResultCode,MAK,
167,1633,21st,Ter,Cape Coral,FL,33990,,1633 SE 21st Ter,Florida,4735,Street,Residential,Yes,12071,lee                      ,AS01,6283992106,
168,1634,21st,Ter,Cape Coral,FL,33990,,1634 SE 21st Ter,Florida,4715,Street,Residential,Yes,12071,lee                      ,AS01,7809812638,
169,1701,21st,Ter,Cape Coral,FL,33990,,1701 SE 21st Ter,Florida,4700,Street,Residential,Yes,12071,lee                      ,AS01,9488993723,
170,1702,21st,Ter,Cape Coral,FL,33990,,1702 SE 21st Ter,Florida,4702,Street,Residential,Yes,12071,lee                      ,AS01,1335034436,
171,1705,21st,Ter,Cape Coral,FL,33990,,1705 SE 21st Ter,Florida,4700,Street,Residential,Yes,12071,lee                      ,"AS01,AS16",5479466205,
172,1706,21st,Ter,Cape Coral,FL,33990,,1706 SE 21st Ter,Florida,4702,Street,Residential,Yes,12071,lee                      ,AS01,1027586017,
173,1709,21st,Ter,Cape Coral,FL,33990,,1709 SE 21st Ter,Florida,4700,Street,Residential,Yes,12071,lee                      ,AS01,8781125238,
174,1710,21st,Ter,Cape Coral,FL,33990,,1710 SE 21st Ter,Florida,4702,Street,Residential,Yes,12071,lee                      ,AS01,9827916523,
175,1714,21st,Ter,Cape Coral,FL,33990,,1714 SE 21st Ter,Florida,4702,Street,Residential,Yes,12071,lee                      ,AS01,6894520270,
176,1717,21st,Ter,Cape Coral,FL,33990,,1717 SE 21st Ter,Florida,4700,Street,Residential,Yes,12071,lee                      ,AS01,9099994758,
177,1718,21st,Ter,Cape Coral,FL,33990,,1718 SE 21st Ter,Florida,4702,Street,Residential,Yes,12071,lee                      ,AS01,3908924378,
178,1721,21st,Ter,Cape Coral,FL,33990,,1721 SE 21st Ter,Florida,4700,Street,Residential,Yes,12071,lee                      ,AS01,8704658988,
179,1722,21st,Ter,Cape Coral,FL,33990,,1722 SE 21st Ter,Florida,4702,Street,Residential,Yes,12071,lee                      ,AS01,7395594551,
180,1801,21st,Ter,Cape Coral,FL,33990,,1801 SE 21st Ter,Florida,4104,Street,Residential,Yes,12071,lee                      ,AS01,1249846424,
181,1805,21st,Ter,Cape Coral,FL,33990,,1805 SE 21st Ter,Florida,4104,Street,Residential,Yes,12071,lee                      ,AS01,2683952355,
182,1809,21st,Ter,Cape Coral,FL,33990,,1809 SE 21st Ter,Florida,4104,Street,Residential,Yes,12071,lee                      ,AS01,3977175665,
183,1813,21st,Ter,Cape Coral,FL,33990,,1813 SE 21st Ter,Florida,4104,Street,Residential,Yes,12071,lee                      ,AS01,8571340352,
184,1821,21st,Ter,Cape Coral,FL,33990,,1821 SE 21st Ter,Florida,4104,Street,Residential,Yes,12071,lee                      ,AS01,8360940313,
185,1825,21st,Ter,Cape Coral,FL,33990,,1825 SE 21st Ter,Florida,4104,Street,Residential,Yes,12071,lee                      ,AS01,2713566770,
186,1829,21st,Ter,Cape Coral,FL,33990,,1829 SE 21st Ter,Florida,4104,Street,Residential,Yes,12071,lee                      ,AS01,2629892891,
187,1901,21st,Ter,Cape Coral,FL,33990,,1901 SE 21st Ter,Florida,4744,Street,Residential,Yes,12071,lee                      ,AS01,9794626613,
188,1904,21st,Ter,Cape Coral,FL,33990,,1904 SE 21st Ter,Florida,4779,Street,Residential,Yes,12071,lee                      ,"AS01,AS16",5809259963,
189,1905,21st,Ter,Cape Coral,FL,33990,,1905 SE 21st Ter,Florida,4744,Street,Residential,Yes,12071,lee                      ,AS01,2166147930,
190,1908,21st,Ter,Cape Coral,FL,33990,,1908 SE 21st Ter,Florida,4779,Street,Residential,Yes,12071,lee                      ,AS01,6289916156,
191,1909,21st,Ter,Cape Coral,FL,33990,,1909 SE 21st Ter,Florida,4744,Street,Residential,Yes,12071,lee                      ,AS01,2074244455,
192,1912,21st,Ter,Cape Coral,FL,33990,,1912 SE 21st Ter,Florida,4779,Street,Residential,Yes,12071,lee                      ,AS01,8585512857,
193,1913,21st,Ter,Cape Coral,FL,33990,,1913 SE 21st Ter,Florida,4744,Street,Residential,Yes,12071,lee                      ,AS01,9550843347,
194,1916,21st,Ter,Cape Coral,FL,33990,,1916 SE 21st Ter,Florida,4779,Street,Residential,Yes,12071,lee                      ,AS01,6052402010,
195,1919,21st,Ter,Cape Coral,FL,33990,,1919 SE 21st Ter,Florida,4744,Street,Residential,Yes,12071,lee                      ,AS01,1402043737,
196,1920,21st,Ter,Cape Coral,FL,33990,,1920 SE 21st Ter,Florida,4779,Street,Residential,Yes,12071,lee                      ,AS01,4407336366,
197,1925,21st,Ter,Cape Coral,FL,33990,,1925 SE 21st Ter,Florida,4744,Street,Residential,Yes,12071,lee                      ,AS01,5324435352,
198,1926,21st,Ter,Cape Coral,FL,33990,,1926 SE 21st Ter,Florida,4779,Street,Residential,Yes,12071,lee                      ,AS01,1648116129,
199,1929,21st,Ter,Cape Coral,FL,33990,,1929 SE 21st Ter,Florida,4744,Street,Residential,Yes,12071,lee                      ,AS01,5369594537,
200,1930,21st,Ter,Cape Coral,FL,33990,,1930 SE 21st Ter,Florida,4779,Street,Residential,Yes,12071,lee                      ,AS01,2088590377,
0,1,39th,Ave,Cape Coral,FL,33993,,1 NW 39th Ave,Florida,5502,Street,Residential,Yes,12071,lee                      ,AS01,7953750657,
1,8,39th,Ave,Cape Coral,FL,33993,,8 NW 39th Ave,Florida,5501,Street,Residential,Yes,12071,lee                      ,AS01,5050310920,
2,16,39th,Ave,Cape Coral,FL,33993,,16 NW 39th Ave,Florida,5501,Street,Residential,Yes,12071,lee                      ,AS01,3479449528,
3,102,39th,Ave,Cape Coral,FL,33993,,102 NW 39th Ave,Florida,5503,Street,Residential,Yes,12071,lee                      ,"AS01,AS17",5776998444,
4,106,39th,Ave,Cape Coral,FL,33993,,106 NW 39th Ave,Florida,5503,Street,Residential,Yes,12071,lee                      ,AS01,1514914303,
5,111,39th,Ave,Cape Coral,FL,33993,,111 NW 39th Ave,Florida,5503,Street,Residential,Yes,12071,lee                      ,AS01,6387289545,
6,114,39th,Ave,Cape Coral,FL,33993,,114 NW 39th Ave,Florida,5503,Street,Residential,Yes,12071,lee                      ,"AS01,AS17",3208875913,
7,115,39th,Ave,Cape Coral,FL,33993,,115 NW 39th Ave,Florida,5503,Street,Residential,Yes,12071,lee                      ,"AS01,AS17",7166195002,
8,118,39th,Ave,Cape Coral,FL,33993,,118 NW 39th Ave,Florida,5503,Street,Residential,Yes,12071,lee                      ,"AS01,AS17",1459314340,
9,119,39th,Ave,Cape Coral,FL,33993,,119 NW 39th Ave,Florida,5503,Street,Residential,Yes,12071,lee                      ,AS01,8099498468,
10,128,39th,Ave,Cape Coral,FL,33993,,128 NW 39th Ave,Florida,5503,Street,Residential,Yes,12071,lee                      ,AS01,6492465811,
11,132,39th,Ave,Cape Coral,FL,33993,,132 NW 39th Ave,Florida,5503,Street,Residential,Yes,12071,lee                      ,AS01,2960718326,
12,216,39th,Ave,Cape Coral,FL,33993,,216 NW 39th Ave,Florida,5504,Street,Residential,Yes,12071,lee                      ,"AS01,AS17",3270695164,
13,225,39th,Ave,Cape Coral,FL,33993,,225 NW 39th Ave,Florida,5505,Street,Residential,Yes,12071,lee                      ,AS01,1930775688,
14,228,39th,Ave,Cape Coral,FL,33993,,228 NW 39th Ave,Florida,5504,Street,Residential,Yes,12071,lee                      ,AS01,4117126185,
15,229,39th,Ave,Cape Coral,FL,33993,,229 NW 39th Ave,Florida,5505,Street,Residential,Yes,12071,lee                      ,AS01,7895386109,
16,233,39th,Ave,Cape Coral,FL,33993,,233 NW 39th Ave,Florida,5505,Street,Residential,Yes,12071,lee                      ,AS01,7238519503,
17,300,39th,Ave,Cape Coral,FL,33993,,300 NW 39th Ave,Florida,5506,Street,Residential,Yes,12071,lee                      ,AS01,7615599550,
18,304,39th,Ave,Cape Coral,FL,33993,,304 NW 39th Ave,Florida,5506,Street,Residential,Yes,12071,lee                      ,"AS01,AS17",3618578389,
19,305,39th,Ave,Cape Coral,FL,33993,,305 NW 39th Ave,Florida,5506,Street,Unknown,Yes,,,"AS01,AS17",1333694482,
20,309,39th,Ave,Cape Coral,FL,33993,,309 NW 39th Ave,Florida,5506,Street,Residential,Yes,12071,lee                      ,AS01,1966440899,
21,312,39th,Ave,Cape Coral,FL,33993,,312 NW 39th Ave,Florida,5506,Street,Residential,Yes,12071,lee                      ,AS01,1756699908,
22,317,39th,Ave,Cape Coral,FL,33993,,317 NW 39th Ave,Florida,5506,Street,Residential,Yes,12071,lee                      ,AS01,9711353569,
23,320,39th,Ave,Cape Coral,FL,33993,,320 NW 39th Ave,Florida,5506,Street,Residential,Yes,12071,lee                      ,AS01,3490996414,
24,403,39th,Ave,Cape Coral,FL,33993,,403 NW 39th Ave,Florida,5507,Street,Residential,Yes,12071,lee                      ,AS01,1096522349,
25,406,39th,Ave,Cape Coral,FL,33993,,406 NW 39th Ave,Florida,5507,Street,Residential,Yes,12071,lee                      ,AS01,6221735167,
26,413,39th,Ave,Cape Coral,FL,33993,,413 NW 39th Ave,Florida,5507,Street,Residential,Yes,12071,lee                      ,AS01,1219213857,
27,414,39th,Ave,Cape Coral,FL,33993,,414 NW 39th Ave,Florida,, ,Residential,Yes,12071,lee                      ,AS03,7166959559,
28,417,39th,Ave,Cape Coral,FL,33993,,417 NW 39th Ave,Florida,5507,Street,Residential,Yes,12071,lee                      ,AS01,1817814567,
29,418,39th,Ave,Cape Coral,FL,33993,,418 NW 39th Ave,Florida,5507,Street,Residential,Yes,12071,lee                      ,AS01,8074550413,
30,421,39th,Ave,Cape Coral,FL,33993,,421 NW 39th Ave,Florida,5507,Street,Residential,Yes,12071,lee                      ,"AS01,AS17",8159797425,
31,422,39th,Ave,Cape Coral,FL,33993,,422 NW 39th Ave,Florida,5507,Street,Residential,Yes,12071,lee                      ,AS01,8192731223,
32,425,39th,Ave,Cape Coral,FL,33993,,425 NW 39th Ave,Florida,5507,Street,Residential,Yes,12071,lee                      ,"AS01,AS17",7154767753,
33,426,39th,Ave,Cape Coral,FL,33993,,426 NW 39th Ave,Florida,5507,Street,Residential,Yes,12071,lee                      ,AS01,3380331133,
34,429,39th,Ave,Cape Coral,FL,33993,,429 NW 39th Ave,Florida,5507,Street,Residential,Yes,12071,lee                      ,AS01,6321633487,
35,430,39th,Ave,Cape Coral,FL,33993,,430 NW 39th Ave,Florida,5507,Street,Residential,Yes,12071,lee                      ,AS01,8098730578,
36,433,39th,Ave,Cape Coral,FL,33993,,433 NW 39th Ave,Florida,5507,Street,Residential,Yes,12071,lee                      ,AS01,1423300691,
37,437,39th,Ave,Cape Coral,FL,33993,,437 NW 39th Ave,Florida,5507,Street,Residential,Yes,12071,lee                      ,AS01,1086688306,
38,438,39th,Ave,Cape Coral,FL,33993,,438 NW 39th Ave,Florida,5507,Street,Residential,Yes,12071,lee                      ,AS01,2700217346,
39,443,39th,Ave,Cape Coral,FL,33993,,443 NW 39th Ave,Florida,5507,Street,Residential,Yes,12071,lee                      ,AS01,6654341173,
40,454,39th,Ave,Cape Coral,FL,33993,,454 NW 39th Ave,Florida,5507,Street,Residential,Yes,12071,lee                      ,AS01,7642961696,
41,600,39th,Ave,Cape Coral,FL,33993,,600 NW 39th Ave,Florida,5508,Street,Residential,Yes,12071,lee                      ,AS01,7658633127,
42,601,39th,Ave,Cape Coral,FL,33993,,601 NW 39th Ave,Florida,5508,Street,Residential,Yes,12071,lee                      ,"AS01,AS17",1455744479,
43,605,39th,Ave,Cape Coral,FL,33993,,605 NW 39th Ave,Florida,5508,Street,Residential,Yes,12071,lee                      ,AS01,8336781473,
44,613,39th,Ave,Cape Coral,FL,33993,,613 NW 39th Ave,Florida,5508,Street,Residential,Yes,12071,lee                      ,AS01,9927033673,
45,620,39th,Ave,Cape Coral,FL,33993,,620 NW 39th Ave,Florida,5508,Street,Residential,Yes,12071,lee                      ,AS01,1784866292,
46,702,39th,Ave,Cape Coral,FL,33993,,702 NW 39th Ave,Florida,5509,Street,Residential,Yes,12071,lee                      ,AS01,7031142192,
47,703,39th,Ave,Cape Coral,FL,33993,,703 NW 39th Ave,Florida,5510,Street,Residential,Yes,12071,lee                      ,AS01,8945456205,
48,707,39th,Ave,Cape Coral,FL,33993,,707 NW 39th Ave,Florida,5510,Street,Residential,Yes,12071,lee                      ,AS01,2639658776,
49,710,39th,Ave,Cape Coral,FL,33993,,710 NW 39th Ave,Florida,5509,Street,Residential,Yes,12071,lee                      ,AS01,1804823394,
50,711,39th,Ave,Cape Coral,FL,33993,,711 NW 39th Ave,Florida,5510,Street,Residential,Yes,12071,lee                      ,AS01,8258549622,
51,714,39th,Ave,Cape Coral,FL,33993,,714 NW 39th Ave,Florida,5509,Street,Residential,Yes,12071,lee                      ,AS01,8898084085,
52,718,39th,Ave,Cape Coral,FL,33993,,718 NW 39th Ave,Florida,5509,Street,Residential,Yes,12071,lee                      ,AS01,4056696615,
53,726,39th,Ave,Cape Coral,FL,33993,,726 NW 39th Ave,Florida,5509,Street,Residential,Yes,12071,lee                      ,AS01,5595169406,
54,733,39th,Ave,Cape Coral,FL,33993,,733 NW 39th Ave,Florida,5510,Street,Residential,Yes,12071,lee                      ,AS01,4433839435,
55,737,39th,Ave,Cape Coral,FL,33993,,737 NW 39th Ave,Florida,, ,Residential,Yes,12071,lee                      ,AS03,2481117368,
56,811,39th,Ave,Cape Coral,FL,33993,,811 NW 39th Ave,Florida,5549,Street,Unknown,Yes,12071,lee                      ,AS01,7781635457,
57,812,39th,Ave,Cape Coral,FL,33993,,812 NW 39th Ave,Florida,5528,Street,Residential,Yes,12071,lee                      ,AS01,8047085690,
58,819,39th,Ave,Cape Coral,FL,33993,,819 NW 39th Ave,Florida,5549,Street,Residential,Yes,12071,lee                      ,AS01,2716704087,
59,823,39th,Ave,Cape Coral,FL,33993,,823 NW 39th Ave,Florida,5549,Street,Residential,Yes,12071,lee                      ,AS01,8595601921,
60,824,39th,Ave,Cape Coral,FL,33993,,824 NW 39th Ave,Florida,5528,Street,Residential,Yes,12071,lee                      ,"AS01,AS17",7948845176,
61,828,39th,Ave,Cape Coral,FL,33993,,828 NW 39th Ave,Florida,5528,Street,Residential,Yes,12071,lee                      ,AS01,4757978917,
62,909,39th,Ave,Cape Coral,FL,33993,,909 NW 39th Ave,Florida,5548,Street,Residential,Yes,12071,lee                      ,AS01,1582985550,
63,920,39th,Ave,Cape Coral,FL,33993,,920 NW 39th Ave,Florida,5553,Street,Residential,Yes,12071,lee                      ,AS01,5350292418,
64,1000,39th,Ave,Cape Coral,FL,33993,,1000 NW 39th Ave,Florida,5513,Street,Residential,Yes,12071,lee                      ,AS01,3274049375,
65,1008,39th,Ave,Cape Coral,FL,33993,,1008 NW 39th Ave,Florida,5513,Street,Residential,Yes,12071,lee                      ,AS01,7652984605,
66,1012,39th,Ave,Cape Coral,FL,33993,,1012 NW 39th Ave,Florida,5513,Street,Residential,Yes,12071,lee                      ,AS01,4641260589,
67,1015,39th,Ave,Cape Coral,FL,33993,,1015 NW 39th Ave,Florida,5513,Street,Residential,Yes,12071,lee                      ,AS01,7276323125,
68,1018,39th,Ave,Cape Coral,FL,33993,,1018 NW 39th Ave,Florida,5513,Street,Residential,Yes,12071,lee                      ,AS01,5390275932,
69,1022,39th,Ave,Cape Coral,FL,33993,,1022 NW 39th Ave,Florida,5513,Street,Residential,Yes,12071,lee                      ,AS01,9671058901,
70,1026,39th,Ave,Cape Coral,FL,33993,,1026 NW 39th Ave,Florida,5513,Street,Residential,Yes,12071,lee                      ,AS01,5853451079,
71,1031,39th,Ave,Cape Coral,FL,33993,,1031 NW 39th Ave,Florida,5513,Street,Residential,Yes,12071,lee                      ,AS01,1785123421,
72,1036,39th,Ave,Cape Coral,FL,33993,,1036 NW 39th Ave,Florida,5513,Street,Residential,Yes,12071,lee                      ,AS01,8771964343,
73,1039,39th,Ave,Cape Coral,FL,33993,,1039 NW 39th Ave,Florida,5513,Street,Residential,Yes,12071,lee                      ,"AS01,AS17",4948577863,
74,1042,39th,Ave,Cape Coral,FL,33993,,1042 NW 39th Ave,Florida,5513,Street,Residential,Yes,12071,lee                      ,AS01,7181561604,
75,1043,39th,Ave,Cape Coral,FL,33993,,1043 NW 39th Ave,Florida,5513,Street,Residential,Yes,12071,lee                      ,AS01,1024853774,
76,1046,39th,Ave,Cape Coral,FL,33993,,1046 NW 39th Ave,Florida,5513,Street,Residential,Yes,12071,lee                      ,AS01,8124334995,
77,1050,39th,Ave,Cape Coral,FL,33993,,1050 NW 39th Ave,Florida,5513,Street,Residential,Yes,12071,lee                      ,AS01,7265982881,
78,1226,39th,Ave,Cape Coral,FL,33993,,1226 NW 39th Ave,Florida,5514,Street,Residential,Yes,,,"AS01,AS17",6261428552,
79,1229,39th,Ave,Cape Coral,FL,33993,,1229 NW 39th Ave,Florida,5514,Street,Residential,Yes,12071,lee                      ,AS01,4189348431,
80,1230,39th,Ave,Cape Coral,FL,33993,,1230 NW 39th Ave,Florida,, ,Residential,Yes,12071,lee                      ,AS03,9504208727,
81,1241,39th,Ave,Cape Coral,FL,33993,,1241 NW 39th Ave,Florida,5514,Street,Residential,Yes,12071,lee                      ,AS01,3521599104,
82,1244,39th,Ave,Cape Coral,FL,33993,,1244 NW 39th Ave,Florida,5514,Street,Residential,Yes,12071,lee                      ,AS01,5830793778,
83,1245,39th,Ave,Cape Coral,FL,33993,,1245 NW 39th Ave,Florida,5514,Street,Residential,Yes,12071,lee                      ,AS01,4159483260,
84,1257,39th,Ave,Cape Coral,FL,33993,,1257 NW 39th Ave,Florida,5514,Street,Residential,Yes,12071,lee                      ,AS01,4952987011,
85,1414,39th,Ave,Cape Coral,FL,33993,,1414 NW 39th Ave,Florida,9507,Street,Residential,Yes,12071,lee                      ,AS01,1438574120,
86,1417,39th,Ave,Cape Coral,FL,33993,,1417 NW 39th Ave,Florida,9508,Street,Residential,Yes,12071,lee                      ,AS01,8072691801,
87,1418,39th,Ave,Cape Coral,FL,33993,,1418 NW 39th Ave,Florida,9507,Street,Residential,Yes,12071,lee                      ,AS01,4311740238,
88,1422,39th,Ave,Cape Coral,FL,33993,,1422 NW 39th Ave,Florida,9507,Street,Residential,Yes,12071,lee                      ,AS01,4593040867,
89,1424,39th,Ave,Cape Coral,FL,33993,,1424 NW 39th Ave,Florida,9507,Street,Unknown,Yes,12071,lee                      ,"AS01,AS17",9986920290,
90,1427,39th,Ave,Cape Coral,FL,33993,,1427 NW 39th Ave,Florida,9508,Street,Residential,Yes,12071,lee                      ,AS01,4211135562,
91,1438,39th,Ave,Cape Coral,FL,33993,,1438 NW 39th Ave,Florida,9507,Street,Residential,Yes,12071,lee                      ,AS01,2873298128,
92,1439,39th,Ave,Cape Coral,FL,33993,,1439 NW 39th Ave,Florida,9508,Street,Unknown,Yes,12071,lee                      ,"AS01,AS17",9370543779,
93,1442,39th,Ave,Cape Coral,FL,33993,,1442 NW 39th Ave,Florida,9507,Street,Residential,Yes,12071,lee                      ,AS01,6676695873,
94,1443,39th,Ave,Cape Coral,FL,33993,,1443 NW 39th Ave,Florida,9508,Street,Residential,Yes,12071,lee                      ,AS01,3474655045,
95,1451,39th,Ave,Cape Coral,FL,33993,,1451 NW 39th Ave,Florida,9508,Street,Residential,Yes,12071,lee                      ,AS01,6383405488,
96,1503,39th,Ave,Cape Coral,FL,33993,,1503 NW 39th Ave,Florida,9516,Street,Residential,Yes,12071,lee                      ,AS01,4704370130,
97,1511,39th,Ave,Cape Coral,FL,33993,,1511 NW 39th Ave,Florida,9516,Street,Residential,Yes,12071,lee                      ,AS01,8235264061,
98,1513,39th,Ave,Cape Coral,FL,33993,,1513 NW 39th Ave,Florida,9516,Street,Unknown,Yes,12071,lee                      ,"AS01,AS17",2881188573,
99,1517,39th,Ave,Cape Coral,FL,33993,,1517 NW 39th Ave,Florida,9516,Street,Residential,Yes,12071,lee                      ,AS01,7184276125,
100,1518,39th,Ave,Cape Coral,FL,33993,,1518 NW 39th Ave,Florida,9533,Street,Residential,Yes,12071,lee                      ,"AS01,AS17",1956315180,
101,1521,39th,Ave,Cape Coral,FL,33993,,1521 NW 39th Ave,Florida,9516,Street,Residential,Yes,12071,lee                      ,"AS01,AS17",6245784416,
102,1607,39th,Ave,Cape Coral,FL,33993,,1607 NW 39th Ave,Florida,3541,Street,Residential,Yes,12071,lee                      ,AS01,2825814618,
103,1617,39th,Ave,Cape Coral,FL,33993,,1617 NW 39th Ave,Florida,3541,Street,Residential,Yes,12071,lee                      ,AS01,9443544704,
104,1621,39th,Ave,Cape Coral,FL,33993,,1621 NW 39th Ave,Florida,3541,Street,Residential,Yes,12071,lee                      ,AS01,1154047399,
105,1624,39th,Ave,Cape Coral,FL,33993,,1624 NW 39th Ave,Florida,3561,Street,Residential,Yes,12071,lee                      ,"AS01,AS17",3694162382,
106,1632,39th,Ave,Cape Coral,FL,33993,,1632 NW 39th Ave,Florida,3561,Street,Residential,Yes,12071,lee                      ,AS01,1952224275,
107,1633,39th,Ave,Cape Coral,FL,33993,,1633 NW 39th Ave,Florida,3541,Street,Residential,Yes,12071,lee                      ,AS01,6730173258,
108,1640,39th,Ave,Cape Coral,FL,33993,,1640 NW 39th Ave,Florida,3561,Street,Residential,Yes,12071,lee                      ,AS01,5220676982,
109,1648,39th,Ave,Cape Coral,FL,33993,,1648 NW 39th Ave,Florida,, ,Residential,Yes,12071,lee                      ,AS03,3424221468,
110,1649,39th,Ave,Cape Coral,FL,33993,,1649 NW 39th Ave,Florida,3541,Street,Residential,Yes,12071,lee                      ,AS01,2122442693,
111,1703,39th,Ave,Cape Coral,FL,33993,,1703 NW 39th Ave,Florida,3578,Street,Residential,Yes,12071,lee                      ,AS01,4384194497,
112,1704,39th,Ave,Cape Coral,FL,33993,,1704 NW 39th Ave,Florida,3565,Street,Residential,Yes,12071,lee                      ,AS01,4772884749,
113,1800,39th,Ave,Cape Coral,FL,33993,,1800 NW 39th Ave,Florida,3505,Street,Residential,Yes,12071,lee                      ,AS01,3716355942,
114,1803,39th,Ave,Cape Coral,FL,33993,,1803 NW 39th Ave,Florida,3505,Street,Residential,Yes,12071,lee                      ,AS01,2407467699,
115,1807,39th,Ave,Cape Coral,FL,33993,,1807 NW 39th Ave,Florida,3505,Street,Residential,Yes,12071,lee                      ,AS01,7008335939,
116,1808,39th,Ave,Cape Coral,FL,33993,,1808 NW 39th Ave,Florida,3505,Street,Residential,Yes,12071,lee                      ,"AS01,AS17",2014796404,
117,1811,39th,Ave,Cape Coral,FL,33993,,1811 NW 39th Ave,Florida,3505,Street,Residential,Yes,12071,lee                      ,AS01,3316402595,
118,1815,39th,Ave,Cape Coral,FL,33993,,1815 NW 39th Ave,Florida,3505,Street,Residential,Yes,12071,lee                      ,AS01,2469184990,
119,1816,39th,Ave,Cape Coral,FL,33993,,1816 NW 39th Ave,Florida,3505,Street,Residential,Yes,12071,lee                      ,AS01,5929066131,
120,1819,39th,Ave,Cape Coral,FL,33993,,1819 NW 39th Ave,Florida,3505,Street,Residential,Yes,12071,lee                      ,AS01,5676924471,
121,2206,39th,Ave,Cape Coral,FL,33993,,2206 NW 39th Ave,Florida,3542,Street,Residential,Yes,12071,lee                      ,AS01,9173316008,
122,2213,39th,Ave,Cape Coral,FL,33993,,2213 NW 39th Ave,Florida,3542,Street,Residential,Yes,12071,lee                      ,AS01,8217079122,
123,2218,39th,Ave,Cape Coral,FL,33993,,2218 NW 39th Ave,Florida,3542,Street,Residential,Yes,12071,lee                      ,AS01,6106801581,
124,2323,39th,Ave,Cape Coral,FL,33993,,2323 NW 39th Ave,Florida,3507,Street,Residential,Yes,12071,lee                      ,AS01,8593411902,
125,2330,39th,Ave,Cape Coral,FL,33993,,2330 NW 39th Ave,Florida,3507,Street,Residential,Yes,12071,lee                      ,AS01,1887718253,
126,2335,39th,Ave,Cape Coral,FL,33993,,2335 NW 39th Ave,Florida,3507,Street,Residential,Yes,12071,lee                      ,AS01,7080029126,
127,2346,39th,Ave,Cape Coral,FL,33993,,2346 NW 39th Ave,Florida,3507,Street,Residential,Yes,12071,lee                      ,AS01,7531654058,
128,2353,39th,Ave,Cape Coral,FL,33993,,2353 NW 39th Ave,Florida,3507,Street,Residential,Yes,12071,lee                      ,AS01,5714333253,
129,2363,39th,Ave,Cape Coral,FL,33993,,2363 NW 39th Ave,Florida,,Street,Residential,Yes,12071,lee                      ,AS03,4837680208,
130,2364,39th,Ave,Cape Coral,FL,33993,,2364 NW 39th Ave,Florida,3507,Street,Residential,Yes,12071,lee                      ,AS01,4496358132,
131,2371,39th,Ave,Cape Coral,FL,33993,,2371 NW 39th Ave,Florida,, ,Residential,Yes,12071,lee                      ,AS03,6320470917,
132,4133,39th,Ave,Cape Coral,FL,33993,,4133 NW 39th Ave,Florida,7437,Street,Unknown,Yes,,,AS01,9463737704,
133,4134,39th,Ave,Cape Coral,FL,33993,,4134 NW 39th Ave,Florida,7417,Street,Residential,Yes,12071,lee                      ,AS01,1347058127,
134,4162,39th,Ave,Cape Coral,FL,33993,,4162 NW 39th Ave,Florida,7417,Street,Residential,Yes,12071,lee                      ,AS01,7550858663,
135,4166,39th,Ave,Cape Coral,FL,33993,,4166 NW 39th Ave,Florida,7417,Street,Residential,Yes,12071,lee                      ,AS01,6377338766,
136,4304,39th,Ave,Cape Coral,FL,33993,,4304 NW 39th Ave,Florida,7419,Street,Residential,Yes,12071,lee                      ,AS01,9836724302,
137,4708,39th,Ave,Cape Coral,FL,33993,,4708 NW 39th Ave,Florida,7330,Street,Residential,Yes,12071,lee                      ,AS01,5146953492,
138,4725,39th,Ave,Cape Coral,FL,33993,,4725 NW 39th Ave,Florida,7330,Street,Residential,Yes,12071,lee                      ,AS01,7820184257,
139,4740,39th,Ave,Cape Coral,FL,33993,,4740 NW 39th Ave,Florida,7330,Street,Residential,Yes,12071,lee                      ,AS01,7891291332,
140,4755,39th,Ave,Cape Coral,FL,33993,,4755 NW 39th Ave,Florida,7330,Street,Residential,Yes,12071,lee                      ,AS01,9816571252,
0,108,10th,Ter,Cape Coral,FL,33993,,108 NW 10th Ter,Florida,1306,Street,Residential,Yes,12071,lee                      ,AS01,1518271559,
1,116,10th,Ter,Cape Coral,FL,33993,,116 NW 10th Ter,Florida,1306,Street,Residential,Yes,12071,lee                      ,AS01,5254561573,
2,120,10th,Ter,Cape Coral,FL,33993,,120 NW 10th Ter,Florida,1306,Street,Residential,Yes,12071,lee                      ,AS01,4776428087,
3,124,10th,Ter,Cape Coral,FL,33993,,124 NW 10th Ter,Florida,1306,Street,Residential,Yes,12071,lee                      ,AS01,6843446501,
4,200,10th,Ter,Cape Coral,FL,33993,,200 NW 10th Ter,Florida,1157,Street,Residential,Yes,12071,lee                      ,AS01,8100654684,
5,203,10th,Ter,Cape Coral,FL,33993,,203 NW 10th Ter,Florida,1158,Street,Residential,Yes,12071,lee                      ,AS01,8118775272,
6,209,10th,Ter,Cape Coral,FL,33993,,209 NW 10th Ter,Florida,1158,Street,Residential,Yes,12071,lee                      ,AS01,6530391802,
7,217,10th,Ter,Cape Coral,FL,33993,,217 NW 10th Ter,Florida,1158,Street,Residential,Yes,12071,lee                      ,AS01,7377267863,
8,220,10th,Ter,Cape Coral,FL,33993,,220 NW 10th Ter,Florida,1157,Street,Residential,Yes,12071,lee                      ,"AS01,AS17",2190676920,
9,224,10th,Ter,Cape Coral,FL,33993,,224 NW 10th Ter,Florida,1157,Street,Residential,Yes,12071,lee                      ,AS01,4000567463,
10,225,10th,Ter,Cape Coral,FL,33993,,225 NW 10th Ter,Florida,1158,Street,Residential,Yes,12071,lee                      ,AS01,7681190791,
